,Age,Education,Income,Occupation,Settlement size,Sex_Female,Sex_Male,Marital status_Married,Marital status_Single
397,46,2.0,122299,1.0,0.0,0.0,1.0,1.0,0.0
398,46,2.0,120499,1.0,0.0,0.0,1.0,1.0,0.0
399,43,2.0,126449,0.0,0.0,1.0,0.0,1.0,0.0
400,39,1.0,108315,1.0,2.0,0.0,1.0,1.0,0.0
401,28,1.0,112515,1.0,1.0,0.0,1.0,1.0,0.0
402,27,0.0,164559,1.0,1.0,0.0,1.0,0.0,1.0
403,27,0.0,59238,0.0,0.0,0.0,1.0,0.0,1.0
404,43,1.0,131133,1.0,0.0,0.0,1.0,0.0,1.0
405,22,1.0,109188,1.0,0.0,0.0,1.0,1.0,0.0
406,43,1.0,115393,1.0,1.0,0.0,1.0,0.0,1.0
407,27,1.0,94711,1.0,2.0,0.0,1.0,1.0,0.0
408,26,1.0,171860,2.0,0.0,0.0,1.0,1.0,0.0
409,28,1.0,139414,1.0,2.0,0.0,1.0,1.0,0.0
410,20,1.0,110931,1.0,1.0,1.0,0.0,1.0,0.0
411,35,1.0,187549,2.0,2.0,0.0,1.0,0.0,1.0
412,42,1.0,145508,2.0,0.0,0.0,1.0,0.0,1.0
413,40,1.0,104240,0.0,0.0,0.0,1.0,0.0,1.0
414,35,1.0,108272,1.0,1.0,1.0,0.0,1.0,0.0
415,35,1.0,144004,1.0,2.0,0.0,1.0,0.0,1.0
416,33,1.0,81083,0.0,0.0,0.0,1.0,0.0,1.0
417,23,1.0,166763,1.0,1.0,1.0,0.0,1.0,0.0
418,31,1.0,175530,2.0,1.0,1.0,0.0,1.0,0.0
419,33,1.0,112422,1.0,1.0,1.0,0.0,1.0,0.0
420,20,1.0,154134,1.0,2.0,1.0,0.0,1.0,0.0
421,30,0.0,112401,1.0,1.0,0.0,1.0,0.0,1.0
422,47,1.0,85690,0.0,0.0,0.0,1.0,0.0,1.0
423,34,1.0,145896,2.0,2.0,0.0,1.0,0.0,1.0
424,25,1.0,122552,1.0,2.0,1.0,0.0,1.0,0.0
425,21,1.0,115494,1.0,2.0,0.0,1.0,1.0,0.0
426,29,0.0,109467,1.0,0.0,0.0,1.0,0.0,1.0
427,46,1.0,148226,1.0,2.0,0.0,1.0,0.0,1.0
428,20,0.0,88559,1.0,1.0,0.0,1.0,0.0,1.0
429,55,2.0,62393,0.0,0.0,1.0,0.0,1.0,0.0
430,74,2.0,122133,0.0,0.0,0.0,1.0,0.0,1.0
431,29,0.0,230883,2.0,2.0,0.0,1.0,0.0,1.0
432,36,1.0,136689,2.0,2.0,0.0,1.0,0.0,1.0
433,33,1.0,109145,1.0,0.0,0.0,1.0,1.0,0.0
434,25,0.0,100449,1.0,2.0,0.0,1.0,0.0,1.0
435,25,1.0,106253,1.0,0.0,0.0,1.0,1.0,0.0
436,23,1.0,84747,0.0,0.0,0.0,1.0,1.0,0.0
437,37,1.0,149465,1.0,1.0,1.0,0.0,1.0,0.0
438,65,2.0,84435,0.0,0.0,0.0,1.0,0.0,1.0
439,26,1.0,51681,0.0,0.0,1.0,0.0,1.0,0.0
440,39,1.0,139198,2.0,1.0,0.0,1.0,0.0,1.0
441,30,1.0,106577,1.0,1.0,1.0,0.0,1.0,0.0
442,29,0.0,117372,1.0,2.0,0.0,1.0,0.0,1.0
443,41,1.0,69609,0.0,0.0,0.0,1.0,0.0,1.0
444,30,1.0,178947,2.0,2.0,1.0,0.0,1.0,0.0
445,41,2.0,81743,0.0,0.0,1.0,0.0,1.0,0.0
446,34,1.0,111900,1.0,1.0,1.0,0.0,1.0,0.0
447,35,1.0,121650,1.0,0.0,0.0,1.0,0.0,1.0
448,55,2.0,172639,2.0,2.0,1.0,0.0,1.0,0.0
449,61,2.0,175740,1.0,1.0,0.0,1.0,1.0,0.0
450,30,0.0,220050,2.0,2.0,0.0,1.0,0.0,1.0
451,29,1.0,95200,1.0,1.0,1.0,0.0,1.0,0.0
452,34,1.0,113609,1.0,1.0,0.0,1.0,0.0,1.0
453,35,1.0,143552,2.0,2.0,0.0,1.0,0.0,1.0
454,31,0.0,130973,1.0,2.0,0.0,1.0,0.0,1.0
455,29,1.0,145946,2.0,2.0,1.0,0.0,1.0,0.0
456,36,1.0,126206,1.0,1.0,0.0,1.0,0.0,1.0
457,35,1.0,120426,1.0,0.0,0.0,1.0,0.0,1.0
458,27,1.0,91925,1.0,2.0,1.0,0.0,1.0,0.0
459,32,0.0,129630,1.0,2.0,0.0,1.0,0.0,1.0
460,37,1.0,124268,1.0,2.0,0.0,1.0,0.0,1.0
461,36,1.0,105240,1.0,1.0,0.0,1.0,0.0,1.0
462,34,1.0,162180,2.0,0.0,1.0,0.0,1.0,0.0
463,38,1.0,106552,1.0,2.0,0.0,1.0,0.0,1.0
464,34,1.0,105843,1.0,2.0,0.0,1.0,0.0,1.0
465,63,2.0,138327,1.0,1.0,0.0,1.0,0.0,1.0
466,29,1.0,76154,0.0,0.0,1.0,0.0,1.0,0.0
467,32,0.0,155012,1.0,1.0,0.0,1.0,0.0,1.0
468,26,1.0,114369,1.0,1.0,1.0,0.0,1.0,0.0
469,35,1.0,102839,0.0,0.0,0.0,1.0,0.0,1.0
470,22,1.0,132796,1.0,0.0,0.0,1.0,1.0,0.0
471,23,1.0,89742,1.0,2.0,1.0,0.0,1.0,0.0
472,28,0.0,58615,0.0,0.0,0.0,1.0,0.0,1.0
473,36,1.0,130603,2.0,2.0,0.0,1.0,0.0,1.0
474,33,1.0,110340,1.0,0.0,0.0,1.0,1.0,0.0
475,26,1.0,117729,1.0,2.0,1.0,0.0,1.0,0.0
476,24,0.0,130808,1.0,0.0,0.0,1.0,0.0,1.0
477,25,0.0,147402,1.0,2.0,0.0,1.0,0.0,1.0
478,39,1.0,93567,0.0,0.0,0.0,1.0,0.0,1.0
479,44,1.0,109289,1.0,1.0,0.0,1.0,0.0,1.0
480,23,1.0,98742,0.0,0.0,1.0,0.0,1.0,0.0
481,26,0.0,101270,1.0,0.0,0.0,1.0,0.0,1.0
482,57,2.0,187835,1.0,1.0,1.0,0.0,1.0,0.0
483,30,1.0,140741,1.0,0.0,1.0,0.0,1.0,0.0
484,44,1.0,133265,1.0,2.0,0.0,1.0,0.0,1.0
485,47,1.0,148100,2.0,2.0,0.0,1.0,0.0,1.0
486,52,1.0,131021,1.0,2.0,0.0,1.0,0.0,1.0
487,62,2.0,152620,1.0,2.0,1.0,0.0,1.0,0.0
488,35,1.0,85033,0.0,0.0,0.0,1.0,0.0,1.0
489,26,0.0,114514,1.0,1.0,0.0,1.0,0.0,1.0
490,26,0.0,99307,1.0,1.0,0.0,1.0,0.0,1.0
491,42,2.0,219451,2.0,2.0,1.0,0.0,1.0,0.0
492,27,1.0,114007,1.0,0.0,1.0,0.0,1.0,0.0
493,38,1.0,102846,1.0,0.0,0.0,1.0,0.0,1.0
494,39,1.0,81483,0.0,0.0,0.0,1.0,0.0,1.0
495,20,1.0,107779,1.0,2.0,0.0,1.0,1.0,0.0
496,29,0.0,222360,2.0,2.0,0.0,1.0,0.0,1.0
497,40,1.0,107125,1.0,0.0,0.0,1.0,0.0,1.0
498,32,1.0,80080,0.0,0.0,0.0,1.0,1.0,0.0
499,28,1.0,129600,1.0,0.0,0.0,1.0,1.0,0.0
500,27,1.0,118613,1.0,1.0,1.0,0.0,1.0,0.0
501,42,1.0,146237,1.0,1.0,0.0,1.0,0.0,1.0
502,49,2.0,144461,1.0,2.0,0.0,1.0,1.0,0.0
503,38,1.0,124487,1.0,0.0,0.0,1.0,0.0,1.0
504,24,1.0,97826,1.0,0.0,1.0,0.0,1.0,0.0
505,27,0.0,64105,0.0,0.0,0.0,1.0,0.0,1.0
506,36,1.0,156374,1.0,2.0,0.0,1.0,0.0,1.0
507,34,1.0,205383,2.0,2.0,0.0,1.0,0.0,1.0
508,28,1.0,98964,1.0,2.0,0.0,1.0,1.0,0.0
509,45,1.0,221842,2.0,2.0,0.0,1.0,0.0,1.0
510,26,0.0,88027,1.0,2.0,0.0,1.0,0.0,1.0
511,32,0.0,160513,2.0,2.0,0.0,1.0,0.0,1.0
512,26,0.0,124536,1.0,2.0,0.0,1.0,0.0,1.0
513,20,1.0,93634,1.0,0.0,0.0,1.0,1.0,0.0
514,54,1.0,124725,1.0,0.0,0.0,1.0,0.0,1.0
515,37,1.0,102456,1.0,0.0,1.0,0.0,1.0,0.0
516,40,1.0,74975,0.0,0.0,0.0,1.0,0.0,1.0
517,23,1.0,153861,1.0,1.0,1.0,0.0,1.0,0.0
518,43,1.0,119351,1.0,2.0,0.0,1.0,0.0,1.0
519,36,1.0,95438,1.0,2.0,0.0,1.0,0.0,1.0
520,44,1.0,147967,1.0,2.0,0.0,1.0,0.0,1.0
521,24,1.0,116863,1.0,1.0,1.0,0.0,1.0,0.0
522,53,1.0,170622,1.0,1.0,0.0,1.0,0.0,1.0
523,23,1.0,132426,1.0,1.0,1.0,0.0,1.0,0.0
524,26,1.0,77519,0.0,0.0,1.0,0.0,1.0,0.0
525,30,0.0,169405,1.0,2.0,0.0,1.0,0.0,1.0
526,31,1.0,120030,1.0,0.0,1.0,0.0,1.0,0.0
527,42,1.0,77933,0.0,0.0,0.0,1.0,0.0,1.0
528,31,1.0,109892,1.0,1.0,0.0,1.0,1.0,0.0
529,41,1.0,69062,0.0,0.0,0.0,1.0,0.0,1.0
530,32,0.0,116348,1.0,0.0,0.0,1.0,0.0,1.0
531,28,1.0,137188,1.0,1.0,1.0,0.0,1.0,0.0
532,41,1.0,110199,1.0,0.0,0.0,1.0,1.0,0.0
533,26,1.0,109890,1.0,1.0,0.0,1.0,1.0,0.0
534,25,0.0,109751,1.0,2.0,0.0,1.0,0.0,1.0
535,33,1.0,129651,1.0,1.0,0.0,1.0,1.0,0.0
536,75,3.0,170113,2.0,1.0,1.0,0.0,1.0,0.0
537,37,1.0,140285,1.0,1.0,1.0,0.0,1.0,0.0
538,42,1.0,198029,2.0,2.0,0.0,1.0,0.0,1.0
539,45,2.0,120262,0.0,0.0,1.0,0.0,1.0,0.0
540,23,1.0,105137,1.0,1.0,0.0,1.0,1.0,0.0
541,60,2.0,127371,1.0,0.0,0.0,1.0,0.0,1.0
542,31,0.0,145689,1.0,0.0,0.0,1.0,0.0,1.0
543,34,1.0,102617,0.0,1.0,0.0,1.0,0.0,1.0
544,61,2.0,90709,0.0,0.0,0.0,1.0,0.0,1.0
545,43,1.0,107099,1.0,1.0,0.0,1.0,0.0,1.0
546,37,1.0,116021,1.0,2.0,1.0,0.0,1.0,0.0
547,32,0.0,100426,1.0,2.0,0.0,1.0,0.0,1.0
548,24,1.0,62249,0.0,0.0,1.0,0.0,1.0,0.0
549,35,1.0,172957,1.0,1.0,0.0,1.0,0.0,1.0
550,23,1.0,95003,1.0,1.0,1.0,0.0,1.0,0.0
551,45,1.0,109698,0.0,0.0,0.0,1.0,0.0,1.0
552,34,1.0,157376,1.0,0.0,0.0,1.0,1.0,0.0
553,27,0.0,123191,1.0,2.0,0.0,1.0,0.0,1.0
554,67,3.0,171052,2.0,0.0,1.0,0.0,1.0,0.0
555,22,0.0,99328,1.0,0.0,0.0,1.0,0.0,1.0
556,28,1.0,133799,1.0,2.0,1.0,0.0,1.0,0.0
557,29,1.0,138256,1.0,2.0,1.0,0.0,1.0,0.0
558,27,0.0,115638,1.0,0.0,0.0,1.0,0.0,1.0
559,31,0.0,82238,0.0,0.0,0.0,1.0,0.0,1.0
560,49,1.0,127543,1.0,1.0,0.0,1.0,0.0,1.0
561,24,0.0,63987,0.0,0.0,0.0,1.0,0.0,1.0
562,29,1.0,114784,1.0,0.0,1.0,0.0,1.0,0.0
563,37,1.0,217450,1.0,1.0,0.0,1.0,0.0,1.0
564,37,1.0,173751,2.0,2.0,0.0,1.0,0.0,1.0
565,23,1.0,122850,1.0,0.0,1.0,0.0,1.0,0.0
566,36,1.0,104953,1.0,0.0,0.0,1.0,1.0,0.0
567,34,1.0,152371,1.0,1.0,0.0,1.0,0.0,1.0
568,41,1.0,139905,1.0,0.0,0.0,1.0,0.0,1.0
569,31,1.0,156700,1.0,1.0,1.0,0.0,1.0,0.0
570,23,1.0,86488,0.0,0.0,1.0,0.0,1.0,0.0
571,38,1.0,147472,1.0,0.0,0.0,1.0,0.0,1.0
572,26,1.0,169991,2.0,0.0,1.0,0.0,1.0,0.0
573,22,1.0,62381,0.0,0.0,1.0,0.0,1.0,0.0
574,27,0.0,70926,0.0,0.0,0.0,1.0,0.0,1.0
575,24,1.0,113004,1.0,1.0,1.0,0.0,1.0,0.0
576,27,1.0,125760,1.0,0.0,1.0,0.0,1.0,0.0
577,33,1.0,111918,1.0,2.0,1.0,0.0,1.0,0.0
578,27,1.0,120674,1.0,1.0,0.0,1.0,1.0,0.0
579,27,1.0,63597,0.0,0.0,0.0,1.0,1.0,0.0
580,30,0.0,103069,1.0,1.0,0.0,1.0,0.0,1.0
581,49,1.0,108079,0.0,0.0,0.0,1.0,0.0,1.0
582,26,1.0,101159,1.0,1.0,1.0,0.0,1.0,0.0
583,33,1.0,88211,0.0,0.0,0.0,1.0,0.0,1.0
584,52,2.0,159052,2.0,1.0,1.0,0.0,1.0,0.0
585,20,1.0,102623,1.0,2.0,1.0,0.0,1.0,0.0
586,36,1.0,115589,1.0,0.0,0.0,1.0,0.0,1.0
587,21,0.0,59127,0.0,0.0,0.0,1.0,0.0,1.0
588,47,2.0,82240,0.0,0.0,0.0,1.0,1.0,0.0
589,60,2.0,129425,1.0,1.0,0.0,1.0,0.0,1.0
590,58,2.0,87058,0.0,0.0,1.0,0.0,1.0,0.0
591,42,2.0,128462,1.0,2.0,1.0,0.0,1.0,0.0
592,36,1.0,121403,0.0,0.0,1.0,0.0,1.0,0.0
593,20,1.0,88141,0.0,0.0,1.0,0.0,1.0,0.0
594,40,1.0,134946,2.0,2.0,0.0,1.0,0.0,1.0
595,32,1.0,94058,0.0,0.0,1.0,0.0,1.0,0.0
596,23,1.0,99285,1.0,1.0,1.0,0.0,1.0,0.0
597,36,1.0,108432,0.0,0.0,0.0,1.0,0.0,1.0
598,31,0.0,111369,1.0,0.0,0.0,1.0,0.0,1.0
599,32,0.0,122612,1.0,2.0,0.0,1.0,0.0,1.0
600,45,2.0,134350,1.0,0.0,1.0,0.0,1.0,0.0
601,30,1.0,108838,1.0,2.0,1.0,0.0,1.0,0.0
602,34,1.0,90852,0.0,0.0,1.0,0.0,1.0,0.0
603,28,1.0,151580,2.0,2.0,1.0,0.0,1.0,0.0
604,23,1.0,115681,1.0,1.0,1.0,0.0,1.0,0.0
605,22,0.0,131699,1.0,1.0,0.0,1.0,0.0,1.0
606,74,2.0,192481,2.0,1.0,0.0,1.0,0.0,1.0
607,50,2.0,155122,1.0,2.0,1.0,0.0,1.0,0.0
608,33,1.0,106015,1.0,2.0,0.0,1.0,0.0,1.0
609,45,1.0,108378,1.0,0.0,0.0,1.0,0.0,1.0
610,22,1.0,105257,1.0,1.0,1.0,0.0,1.0,0.0
611,48,2.0,118788,0.0,0.0,1.0,0.0,1.0,0.0
612,29,1.0,162955,1.0,2.0,1.0,0.0,1.0,0.0
613,22,1.0,119511,1.0,2.0,1.0,0.0,1.0,0.0
614,22,1.0,102000,1.0,0.0,1.0,0.0,1.0,0.0
615,48,1.0,254449,2.0,1.0,0.0,1.0,0.0,1.0
616,27,0.0,208446,2.0,2.0,0.0,1.0,0.0,1.0
617,37,1.0,124805,1.0,0.0,0.0,1.0,0.0,1.0
618,21,1.0,139379,1.0,0.0,1.0,0.0,1.0,0.0
619,49,2.0,78296,0.0,0.0,0.0,1.0,1.0,0.0
620,27,0.0,125598,1.0,1.0,0.0,1.0,0.0,1.0
621,32,0.0,100215,1.0,2.0,0.0,1.0,0.0,1.0
622,38,1.0,130951,1.0,2.0,0.0,1.0,1.0,0.0
623,22,1.0,102480,1.0,2.0,1.0,0.0,1.0,0.0
624,65,2.0,136812,1.0,1.0,0.0,1.0,0.0,1.0
625,35,1.0,106919,1.0,1.0,0.0,1.0,0.0,1.0
626,41,1.0,131020,1.0,2.0,0.0,1.0,0.0,1.0
627,29,0.0,119429,1.0,1.0,0.0,1.0,0.0,1.0
628,36,1.0,154521,1.0,1.0,0.0,1.0,0.0,1.0
629,64,2.0,117842,0.0,0.0,0.0,1.0,0.0,1.0
630,28,1.0,124566,1.0,2.0,1.0,0.0,1.0,0.0
631,44,1.0,110009,1.0,2.0,0.0,1.0,0.0,1.0
632,23,0.0,101210,1.0,1.0,0.0,1.0,0.0,1.0
633,19,1.0,101258,1.0,0.0,1.0,0.0,1.0,0.0
634,25,1.0,79045,0.0,0.0,1.0,0.0,1.0,0.0
635,47,1.0,110866,1.0,0.0,0.0,1.0,0.0,1.0
636,28,1.0,129640,1.0,2.0,1.0,0.0,1.0,0.0
637,21,0.0,227021,1.0,1.0,0.0,1.0,0.0,1.0
638,34,1.0,108549,1.0,1.0,1.0,0.0,1.0,0.0
639,26,0.0,122693,1.0,0.0,0.0,1.0,0.0,1.0
640,27,1.0,35832,0.0,0.0,1.0,0.0,1.0,0.0
641,38,1.0,81870,0.0,0.0,0.0,1.0,0.0,1.0
642,40,1.0,179790,2.0,2.0,0.0,1.0,0.0,1.0
643,33,1.0,107158,1.0,1.0,0.0,1.0,1.0,0.0
644,32,1.0,136638,2.0,1.0,0.0,1.0,1.0,0.0
645,27,0.0,158147,1.0,2.0,0.0,1.0,0.0,1.0
646,32,1.0,132587,1.0,2.0,0.0,1.0,1.0,0.0
647,26,1.0,128140,1.0,2.0,1.0,0.0,1.0,0.0
648,38,1.0,117405,1.0,1.0,0.0,1.0,0.0,1.0
649,40,1.0,68475,0.0,0.0,0.0,1.0,0.0,1.0
650,50,1.0,201656,2.0,2.0,0.0,1.0,0.0,1.0
651,37,1.0,86967,0.0,0.0,0.0,1.0,0.0,1.0
652,45,1.0,118006,1.0,1.0,0.0,1.0,0.0,1.0
653,42,1.0,223630,2.0,2.0,0.0,1.0,0.0,1.0
654,35,1.0,110442,1.0,0.0,0.0,1.0,0.0,1.0
655,22,0.0,115691,1.0,2.0,0.0,1.0,0.0,1.0
656,41,1.0,80232,0.0,0.0,0.0,1.0,0.0,1.0
657,37,1.0,187647,1.0,1.0,0.0,1.0,0.0,1.0
658,28,1.0,138952,1.0,1.0,1.0,0.0,1.0,0.0
659,41,1.0,162772,1.0,2.0,0.0,1.0,0.0,1.0
660,23,1.0,111862,1.0,1.0,0.0,1.0,1.0,0.0
661,23,1.0,90051,1.0,1.0,0.0,1.0,1.0,0.0
662,50,1.0,121400,1.0,1.0,0.0,1.0,0.0,1.0
663,35,1.0,137000,2.0,2.0,0.0,1.0,0.0,1.0
664,50,2.0,105031,0.0,0.0,1.0,0.0,1.0,0.0
665,27,0.0,172153,2.0,2.0,0.0,1.0,0.0,1.0
666,34,1.0,170184,1.0,1.0,0.0,1.0,0.0,1.0
667,27,1.0,123279,1.0,1.0,1.0,0.0,1.0,0.0
668,43,1.0,140795,1.0,0.0,0.0,1.0,0.0,1.0
669,47,1.0,144456,1.0,0.0,0.0,1.0,0.0,1.0
670,27,0.0,104773,0.0,0.0,0.0,1.0,0.0,1.0
671,31,0.0,153353,1.0,1.0,0.0,1.0,0.0,1.0
672,42,1.0,223018,2.0,1.0,0.0,1.0,0.0,1.0
673,24,1.0,129177,1.0,2.0,0.0,1.0,1.0,0.0
674,41,1.0,114475,0.0,1.0,0.0,1.0,0.0,1.0
675,26,1.0,161323,2.0,1.0,1.0,0.0,1.0,0.0
676,33,1.0,135765,1.0,2.0,0.0,1.0,0.0,1.0
677,24,1.0,158421,1.0,0.0,0.0,1.0,1.0,0.0
678,64,2.0,103941,0.0,0.0,0.0,1.0,0.0,1.0
679,26,1.0,101783,1.0,2.0,1.0,0.0,1.0,0.0
680,56,2.0,126531,1.0,1.0,1.0,0.0,1.0,0.0
681,37,1.0,111394,1.0,1.0,0.0,1.0,0.0,1.0
682,33,1.0,103577,1.0,2.0,0.0,1.0,1.0,0.0
683,47,2.0,149545,1.0,1.0,0.0,1.0,1.0,0.0
684,31,0.0,171857,0.0,0.0,0.0,1.0,0.0,1.0
685,34,1.0,149782,1.0,1.0,0.0,1.0,0.0,1.0
686,27,0.0,112470,1.0,1.0,0.0,1.0,0.0,1.0
687,30,0.0,133907,1.0,2.0,0.0,1.0,0.0,1.0
688,35,1.0,127849,1.0,1.0,0.0,1.0,0.0,1.0
689,31,0.0,160279,1.0,2.0,0.0,1.0,0.0,1.0
690,25,1.0,92366,1.0,2.0,0.0,1.0,1.0,0.0
691,25,1.0,104794,0.0,0.0,1.0,0.0,1.0,0.0
692,29,0.0,133436,1.0,1.0,0.0,1.0,0.0,1.0
693,44,1.0,110374,0.0,0.0,0.0,1.0,0.0,1.0
694,28,0.0,104263,1.0,1.0,0.0,1.0,0.0,1.0
695,50,1.0,138752,1.0,0.0,0.0,1.0,0.0,1.0
696,29,0.0,102723,1.0,0.0,0.0,1.0,0.0,1.0
697,38,1.0,46297,0.0,0.0,1.0,0.0,1.0,0.0
698,24,0.0,96425,1.0,1.0,0.0,1.0,0.0,1.0
699,40,1.0,158197,2.0,1.0,0.0,1.0,0.0,1.0
700,29,1.0,98008,0.0,0.0,1.0,0.0,1.0,0.0
701,46,1.0,157473,1.0,0.0,0.0,1.0,0.0,1.0
702,47,2.0,149306,1.0,0.0,1.0,0.0,1.0,0.0
703,41,1.0,139236,1.0,1.0,0.0,1.0,0.0,1.0
704,32,1.0,125890,1.0,2.0,1.0,0.0,1.0,0.0
705,35,1.0,173124,1.0,1.0,1.0,0.0,1.0,0.0
706,24,0.0,164621,1.0,1.0,0.0,1.0,0.0,1.0
707,25,1.0,124539,1.0,1.0,1.0,0.0,1.0,0.0
708,25,1.0,107614,1.0,1.0,1.0,0.0,1.0,0.0
709,37,1.0,88849,0.0,0.0,0.0,1.0,0.0,1.0
710,32,0.0,148566,2.0,2.0,0.0,1.0,0.0,1.0
711,35,1.0,106515,1.0,2.0,1.0,0.0,1.0,0.0
712,46,1.0,150465,2.0,1.0,0.0,1.0,0.0,1.0
713,25,0.0,60868,0.0,0.0,0.0,1.0,0.0,1.0
714,27,0.0,255198,2.0,2.0,0.0,1.0,0.0,1.0
715,63,2.0,183178,1.0,1.0,0.0,1.0,0.0,1.0
716,40,1.0,121448,1.0,2.0,0.0,1.0,0.0,1.0
717,32,0.0,129975,2.0,2.0,0.0,1.0,0.0,1.0
718,31,0.0,132950,1.0,2.0,0.0,1.0,0.0,1.0
719,31,1.0,169314,1.0,1.0,0.0,1.0,1.0,0.0
720,34,1.0,147958,2.0,1.0,0.0,1.0,0.0,1.0
721,24,1.0,139896,1.0,2.0,1.0,0.0,1.0,0.0
722,24,1.0,68028,0.0,0.0,1.0,0.0,1.0,0.0
723,66,3.0,133328,0.0,0.0,1.0,0.0,1.0,0.0
724,21,1.0,108518,1.0,2.0,1.0,0.0,1.0,0.0
725,41,2.0,112700,0.0,0.0,1.0,0.0,1.0,0.0
726,47,2.0,110190,0.0,0.0,0.0,1.0,1.0,0.0
727,25,1.0,105104,1.0,1.0,1.0,0.0,1.0,0.0
728,59,2.0,184753,1.0,1.0,1.0,0.0,1.0,0.0
729,36,1.0,162521,1.0,2.0,0.0,1.0,1.0,0.0
730,33,1.0,156794,1.0,1.0,0.0,1.0,0.0,1.0
731,21,0.0,65827,0.0,0.0,0.0,1.0,0.0,1.0
732,44,2.0,88490,0.0,0.0,1.0,0.0,1.0,0.0
733,28,1.0,154919,1.0,2.0,1.0,0.0,1.0,0.0
734,37,1.0,129058,1.0,0.0,1.0,0.0,1.0,0.0
735,29,1.0,77532,0.0,0.0,1.0,0.0,1.0,0.0
736,23,1.0,235417,2.0,2.0,1.0,0.0,1.0,0.0
737,35,1.0,113468,0.0,0.0,0.0,1.0,0.0,1.0
738,45,1.0,190803,2.0,2.0,0.0,1.0,0.0,1.0
739,26,1.0,121423,0.0,0.0,1.0,0.0,1.0,0.0
740,32,0.0,121347,1.0,1.0,0.0,1.0,0.0,1.0
741,23,0.0,67408,0.0,0.0,0.0,1.0,0.0,1.0
742,41,1.0,123043,1.0,1.0,0.0,1.0,0.0,1.0
743,22,0.0,128387,1.0,2.0,0.0,1.0,0.0,1.0
744,30,0.0,250050,2.0,1.0,0.0,1.0,0.0,1.0
745,28,0.0,69588,0.0,0.0,0.0,1.0,0.0,1.0
746,23,1.0,109547,1.0,1.0,1.0,0.0,1.0,0.0
747,37,1.0,78840,0.0,0.0,1.0,0.0,1.0,0.0
748,26,0.0,131122,1.0,0.0,0.0,1.0,0.0,1.0
749,33,1.0,115403,1.0,1.0,0.0,1.0,0.0,1.0
750,49,2.0,110291,1.0,2.0,1.0,0.0,1.0,0.0
751,23,1.0,64811,0.0,0.0,1.0,0.0,1.0,0.0
752,23,1.0,86015,0.0,0.0,1.0,0.0,1.0,0.0
753,25,1.0,142438,1.0,2.0,1.0,0.0,1.0,0.0
754,55,1.0,159303,1.0,1.0,0.0,1.0,0.0,1.0
755,32,1.0,104957,1.0,1.0,1.0,0.0,1.0,0.0
756,74,2.0,89502,0.0,0.0,0.0,1.0,0.0,1.0
757,39,1.0,121313,1.0,1.0,0.0,1.0,0.0,1.0
758,31,0.0,98102,1.0,0.0,0.0,1.0,0.0,1.0
759,35,1.0,94554,1.0,1.0,0.0,1.0,0.0,1.0
760,59,2.0,162591,1.0,1.0,1.0,0.0,1.0,0.0
761,24,1.0,106629,1.0,2.0,1.0,0.0,1.0,0.0
762,24,0.0,70400,0.0,0.0,0.0,1.0,0.0,1.0
763,30,0.0,235660,2.0,2.0,0.0,1.0,0.0,1.0
764,27,1.0,121747,1.0,2.0,0.0,1.0,1.0,0.0
765,40,1.0,85060,0.0,0.0,0.0,1.0,1.0,0.0
766,31,1.0,87630,0.0,0.0,0.0,1.0,1.0,0.0
767,31,1.0,119673,1.0,0.0,1.0,0.0,1.0,0.0
768,28,0.0,126060,1.0,2.0,0.0,1.0,0.0,1.0
769,63,2.0,96145,0.0,0.0,0.0,1.0,0.0,1.0
770,26,1.0,114830,1.0,0.0,1.0,0.0,1.0,0.0
771,25,1.0,194461,2.0,2.0,1.0,0.0,1.0,0.0
772,36,1.0,150158,2.0,2.0,0.0,1.0,0.0,1.0
773,52,1.0,136323,1.0,2.0,0.0,1.0,0.0,1.0
774,66,2.0,111858,0.0,0.0,0.0,1.0,0.0,1.0
775,25,1.0,100198,1.0,0.0,1.0,0.0,1.0,0.0
776,37,1.0,123452,1.0,2.0,0.0,1.0,0.0,1.0
777,25,1.0,120723,1.0,1.0,1.0,0.0,1.0,0.0
778,38,1.0,215639,2.0,1.0,0.0,1.0,0.0,1.0
779,67,3.0,166712,1.0,1.0,1.0,0.0,1.0,0.0
780,25,0.0,136300,1.0,1.0,0.0,1.0,0.0,1.0
781,60,2.0,166988,1.0,2.0,0.0,1.0,0.0,1.0
782,31,0.0,77265,0.0,0.0,0.0,1.0,0.0,1.0
783,23,1.0,85967,0.0,0.0,1.0,0.0,1.0,0.0
784,60,2.0,212020,2.0,0.0,0.0,1.0,1.0,0.0
785,35,1.0,126054,0.0,0.0,0.0,1.0,0.0,1.0
786,40,1.0,144589,1.0,0.0,0.0,1.0,0.0,1.0
787,38,1.0,116723,1.0,1.0,0.0,1.0,0.0,1.0
788,50,1.0,168637,1.0,1.0,0.0,1.0,0.0,1.0
789,27,0.0,139119,1.0,1.0,0.0,1.0,0.0,1.0
790,39,2.0,118610,1.0,2.0,1.0,0.0,1.0,0.0
791,41,1.0,183312,2.0,2.0,0.0,1.0,0.0,1.0
792,27,1.0,96323,1.0,0.0,0.0,1.0,1.0,0.0
793,51,2.0,149510,1.0,2.0,0.0,1.0,1.0,0.0
794,32,0.0,141922,1.0,2.0,0.0,1.0,0.0,1.0
