"X","Age","Education","Income","Occupation","Settlement.size","Sex_Female","Sex_Male","Marital.status_Married","Marital.status_Single","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
251,46,2,113399,0,0,1,0,1,0,2.52228120237983,-0.589335552759014,-1.79566793952199,-0.221855105733691,0.00126337248382651,-0.442629161514081,0.122236639156769,1.28369537222284e-15,1.11022302462516e-16
252,24,1,115879,1,1,1,0,1,0,1.93423428285863,-0.40281469290901,1.25523631919994,0.261130615452309,-0.276666446130431,0.0824614762222924,0.131527351604904,3.95516952522712e-16,3.33066907387547e-16
253,35,1,141270,1,2,0,1,0,1,-2.25378759675667,-0.349465777481422,0.416946541739066,0.0572122727928307,-0.880810318546125,-0.282392207519561,0.458283486723886,-1.80411241501588e-16,0
254,24,0,107633,1,1,0,1,0,1,-1.90601396966226,1.59141037704919,1.33378206739521,0.0919845852959315,-0.0438609100992255,0.167258107284429,-0.109303900059886,-1.62370117351429e-15,-5.55111512312578e-16
255,27,0,131751,0,0,0,1,0,1,-1.47705746130913,2.33835147894859,0.251155179495133,-0.0154710541362959,0.795572810054702,-1.17517009595911,-0.134460191464515,-2.06779038336435e-15,-9.99200722162641e-16
256,35,1,83687,0,0,0,1,0,1,-1.06450946521443,1.99686664387232,-1.18445550832519,-0.56107947039638,0.0522218603340653,-0.0435135383953896,0.463711419303986,1.52655665885959e-16,-3.33066907387547e-16
257,29,1,106828,1,2,0,1,1,0,-0.247243047729197,-0.665739091424057,1.35765467683603,-1.8648711978038,-0.928739419799096,0.0808264405548676,-0.0270141015256987,3.95516952522712e-16,-2.22044604925031e-16
258,23,1,135537,1,1,1,0,1,0,1.8425184432377,-0.630252137624076,1.37569964640125,0.38610507964467,-0.0453279116342996,-0.264594917394345,0.227104959452021,3.95516952522712e-16,3.33066907387547e-16
259,57,2,107142,0,0,1,0,1,0,2.4160471604598,-0.820489500348272,-2.42075433177186,-0.231943783336438,-0.134884757485005,-0.275047328092905,-0.514773596732063,2.84494650060196e-16,-3.33066907387547e-16
260,27,0,97446,1,1,0,1,0,1,-1.88995078484209,1.63874523985417,1.13503250548249,0.0341195204526656,-0.178267858088784,0.360377092535669,-0.29976813779537,-1.84574577843932e-15,-6.66133814775094e-16
261,55,2,126357,1,2,1,0,1,0,1.45587977707984,-2.61061619778036,-0.83739950074036,0.131441924175883,-1.4963100047819,0.142319536309017,-0.482335690290873,2.84494650060196e-16,1.11022302462516e-16
262,36,1,169617,2,1,0,1,0,1,-2.43525046102333,-0.991371488073336,0.632357615296543,0.573673226454644,0.884518630077633,0.523767737664865,0.402690130488474,-1.80411241501588e-16,3.33066907387547e-16
263,57,2,108945,0,0,1,0,1,0,2.40647229309188,-0.843956087365847,-2.41474370031874,-0.220226396227083,-0.114203543106904,-0.306388351370918,-0.511215840358275,2.84494650060196e-16,-3.33066907387547e-16
264,32,0,67345,0,0,0,1,0,1,-1.19841991927476,3.0345282563212,-0.238202922868912,-0.420137082910989,0.0275447343502878,-0.0288838199181757,-0.545486879080897,-2.17881268582687e-15,-1.11022302462516e-15
265,37,1,106215,1,0,0,1,0,1,-1.5161605307042,0.951503393814174,-0.632173705825762,-0.108118848653912,0.731763913477409,0.691979952118736,0.318410858757153,4.16333634234434e-17,-1.11022302462516e-16
266,36,1,149237,1,0,0,1,0,1,-1.7319513571161,0.419976465417125,-0.433822196000695,0.168694235850682,1.23109795142886,-0.0612060409807028,0.460091306269924,-6.93889390390723e-17,0
267,38,1,112124,1,0,1,0,1,0,2.0650899948689,-0.301008688355155,0.0625022662919178,0.304103653232978,0.611514831916125,0.399756654263665,-0.64947134636274,-6.03683769639929e-16,-2.22044604925031e-16
268,45,2,215150,2,2,0,1,1,0,-1.0732718516932,-3.96529329614794,0.590987350039766,-1.07092186263471,0.507747635655159,-0.346755425620472,0.349265622998721,1.28369537222284e-15,5.55111512312578e-16
269,25,0,89534,1,1,0,1,0,1,-1.82257723055525,1.79855696809792,1.21851595285913,-0.0228582058495727,-0.257317019073749,0.487214858477095,-0.201805222723012,-1.62370117351429e-15,-5.55111512312578e-16
270,32,0,111082,1,2,0,1,0,1,-2.31416859237205,0.868405687349791,1.3170409446663,0.10817188605963,-1.06430724168974,-0.0270815082839646,-0.578236328439401,-2.51187959321442e-15,-7.7715611723761e-16
271,37,1,137069,1,1,1,0,1,0,1.65688568053287,-1.04803426635063,0.611789987857747,0.434974271573453,-0.109690249902874,-0.216365665247474,-0.564898505533799,-8.2572837456496e-16,-1.11022302462516e-16
272,36,1,244541,2,2,0,1,0,1,-3.12154760955984,-2.41730611061766,1.29332973151394,1.03212827474259,0.730742471137877,-0.955777854347758,0.529096057092843,-6.24500451351651e-16,3.33066907387547e-16
273,28,0,120712,1,1,0,1,0,1,-2.02618370112836,1.30751392076315,1.15766421127819,0.188100754697314,0.0827510372351598,-0.038701889990466,-0.310646281089818,-2.06779038336435e-15,-6.66133814775094e-16
274,34,1,175367,0,0,0,1,1,0,0.208869891584837,-0.103009089194912,-0.0979454148604058,-1.64962024476988,1.42170584423679,-1.84590128378264,-0.0566548940633617,-2.70616862252382e-16,-7.7715611723761e-16
275,32,0,111418,1,1,0,1,0,1,-2.02754117101791,1.31480878524483,0.906961852942309,0.138818642458328,-0.0472653067678079,0.144241448175004,-0.556136018387499,-2.4008572907519e-15,-7.7715611723761e-16
276,26,1,110913,1,0,1,0,1,0,2.22366135979821,0.0557608591328638,0.717622485578231,0.262879583309646,0.66785417457279,0.356641775777917,0.0295903191173222,3.95516952522712e-16,2.22044604925031e-16
277,49,2,84267,0,0,0,1,1,0,0.761212898700791,-0.0832887908841501,-2.06153293911246,-2.45545573459632,0.143745243856868,0.0712672939884672,0.0590830126733241,1.61676227961038e-15,-4.44089209850063e-16
278,32,1,136886,1,2,1,0,1,0,1.43283755185933,-1.35434203089159,1.29702801236333,0.391424340434557,-1.09571468451479,-0.417083733752839,-0.302758883535031,-4.92661467177413e-16,1.11022302462516e-16
279,29,0,144884,2,2,0,1,0,1,-2.76229865691648,-0.181605387547534,2.18155557478377,0.620502800639898,-0.226184856789427,0.485703769864974,-0.417352526190753,-2.28983498828939e-15,-3.33066907387547e-16
280,23,0,151180,1,1,0,1,0,1,-2.12459281901823,1.05305041582672,1.53388376108766,0.372209554566145,0.46149511207214,-0.595053807734564,0.0334124998079808,-1.84574577843932e-15,-4.44089209850063e-16
281,50,1,114997,1,1,0,1,0,1,-2.01602795823015,0.0170014315602467,-0.905785173343039,-0.0433758020563287,-0.256773050936559,0.431673910214498,-0.423936292872923,-1.17961196366423e-15,-5.55111512312578e-16
282,49,1,100961,0,0,0,1,0,1,-1.33374043208222,1.37419765278821,-1.89588632031573,-0.409905726124028,0.168427285093812,-0.268922882167807,-0.297229260969596,-1.06858966120171e-15,-8.88178419700125e-16
283,63,2,124849,1,2,0,1,0,1,-2.26284759054816,-1.67114046746699,-2.01177191407936,-0.227163743334954,-1.3782520294815,0.406165538200735,-0.0168576912557655,1.52655665885959e-16,0
284,37,1,152308,1,2,0,1,1,0,-0.590192376042978,-1.48501364257272,1.06983239828869,-1.54706850197,-0.453883564945267,-0.666962246051364,-0.391571870432859,-4.92661467177413e-16,-5.55111512312578e-16
285,35,1,167945,0,1,1,0,1,0,1.8249337416319,-0.697740130594516,0.237540222031801,0.329077067017875,-0.176664597750548,-1.8801653161271,-0.314218898183997,-9.36750677027476e-16,-3.33066907387547e-16
286,26,0,126706,1,2,0,1,0,1,-2.32106999251843,0.835558639684078,1.6987050715964,0.193032582152466,-0.849977964843165,-0.330751613799999,-0.206680755228829,-2.06779038336435e-15,-5.55111512312578e-16
287,31,0,210017,2,2,0,1,0,1,-3.13354547002742,-1.08616563255925,2.28882883421734,1.04934997108211,0.509214702381506,-0.635789954474216,-0.402404527527946,-2.73392419813945e-15,-4.44089209850063e-16
288,49,2,125665,1,1,1,0,1,0,1.82403657555362,-1.98032936162943,-0.921326964123988,0.138730890730107,-0.455944662022906,0.299429247831801,-0.12153824248947,9.5062846483529e-16,3.33066907387547e-16
289,48,2,111184,1,1,0,1,1,0,0.0358772866948248,-1.55130042965673,-0.918631062564187,-2.01077340362797,-0.121999266711519,0.537263196172587,0.0713685288319094,1.50573997714787e-15,1.11022302462516e-16
290,26,1,94134,1,0,0,1,1,0,0.435027285209746,0.48628161706017,0.657727806484763,-1.89877951899099,0.96958798025983,0.639768299595406,0.161174973800101,9.5062846483529e-16,-1.11022302462516e-16
291,28,1,214620,2,1,0,1,1,0,-0.825243444042663,-2.28481069001973,1.94776979225156,-0.837669841929593,1.7595641306948,-0.504677107607887,0.187732009471516,1.73472347597681e-16,1.11022302462516e-16
292,44,2,193816,2,1,1,0,1,0,1.21885218407819,-3.42056832777813,0.167555914168907,0.868731054398279,0.787881085926225,0.204441651460658,0.220699679552911,1.17267306976032e-15,8.88178419700125e-16
293,56,1,168714,1,1,0,1,0,1,-2.37736331801671,-0.852645481054487,-1.05628834875312,0.322398742865669,0.324269877536825,-0.469990368695803,-0.658665252264966,-2.06779038336435e-15,-7.7715611723761e-16
294,46,2,202997,2,1,0,1,1,0,-0.732999707834407,-3.38475944368148,0.0843441085339906,-1.11865947160033,1.37568266440963,0.0470072878050667,0.289934501267668,1.39471767468535e-15,4.44089209850063e-16
295,26,1,192451,1,2,1,0,1,0,1.21382867664797,-1.9070332006144,1.81184279424017,0.735854730667562,-0.423244318663381,-1.41503659620016,0.147609971608682,-2.70616862252382e-16,3.33066907387547e-16
296,20,1,127928,1,2,1,0,1,0,1.63254951440333,-0.896742949501657,1.92632218513423,0.299853849026938,-1.12823688805177,-0.3255347701228,0.361016071668973,6.17561557447743e-16,4.44089209850063e-16
297,45,1,78253,0,0,0,1,0,1,-1.16243570456192,1.78341843874271,-1.75186850316824,-0.568599111540925,-0.0686335880568421,0.104415214465926,-0.11488723275342,-6.24500451351651e-16,-7.7715611723761e-16
298,43,1,118446,1,1,0,1,0,1,-1.9455954182287,0.17103300381089,-0.509778867878894,-0.0404178374738929,-0.176243951350972,0.334291168158354,-0.0196173429005256,-6.24500451351651e-16,-3.33066907387547e-16
299,32,0,161379,1,2,0,1,0,1,-2.58127181145379,0.213775112073611,1.48471522652844,0.435043444262181,-0.487378212529819,-0.901379593594118,-0.47898814633602,-2.73392419813945e-15,-7.7715611723761e-16
300,54,2,56622,0,0,1,0,1,0,2.72236970681236,-0.0777045084245198,-2.42438269754876,-0.568603077476854,-0.696814182901637,0.587085766599461,-0.444098996369583,8.39606162372775e-16,-2.22044604925031e-16
301,42,2,146117,1,1,1,0,1,0,1.80417434580644,-2.04759694581795,-0.46863803714162,0.252188429921723,-0.180383566835074,-0.0935116854589804,0.316331751089977,1.39471767468535e-15,5.55111512312578e-16
302,37,1,90418,0,0,0,1,0,1,-1.12561129550708,1.8524259856606,-1.27187603598255,-0.511776860109753,0.117724424435759,-0.149822325694922,0.363418104743307,-6.93889390390723e-17,-4.44089209850063e-16
303,49,1,109053,1,0,0,1,0,1,-1.68337211150018,0.573557952217673,-1.28187002196497,-0.0563211853712235,0.694086986679407,0.706813164008074,-0.357440341043401,-9.57567358739198e-16,-5.55111512312578e-16
304,44,1,219319,1,0,0,1,0,1,-2.20555009584897,-0.719500511580884,-0.639629191680817,0.646381101215446,1.98814972205088,-1.23664412009147,0.144079251343863,-1.17961196366423e-15,-3.33066907387547e-16
305,33,1,144701,1,1,0,1,1,0,-0.210670053395588,-0.821560672375149,0.852992961430038,-1.57915993372274,0.495458633982225,-0.378956882753369,-0.157994605454312,-4.85722573273506e-17,-3.33066907387547e-16
306,24,1,102425,0,0,1,0,1,0,2.6007527259837,0.918389288488427,0.21214560021789,-0.0988374915579825,0.149357185139116,-0.622904940927722,0.2025952055033,5.06539254985228e-16,0
307,33,1,79867,0,0,0,1,1,0,0.728702901855846,1.16836945486976,-0.361382418706291,-2.27303782979495,0.332130742929634,-0.191199741376321,-0.188311955374668,2.84494650060196e-16,-7.7715611723761e-16
308,24,1,107114,1,2,1,0,1,0,1.69236923368653,-0.739511821879401,1.63721579222269,0.175705236788082,-1.39039277150883,0.0576573690203226,0.0927945798366092,3.95516952522712e-16,3.33066907387547e-16
309,22,1,62263,0,0,0,1,1,0,0.961651258953906,1.71008149054906,0.18415895019204,-2.41801769008256,0.194582557714959,0.0559872307691493,0.401614739285685,1.28369537222284e-15,-3.33066907387547e-16
310,40,1,92567,0,0,0,1,0,1,-1.17505868409272,1.73920410001921,-1.42950127753717,-0.48947238120316,0.124816899944953,-0.171136431490585,0.197295787488713,-2.91433543964104e-16,-5.55111512312578e-16
311,25,0,146349,1,0,0,1,0,1,-1.83588266226427,1.50986890228492,0.996719974746135,0.374835864220355,1.40756424300334,-0.323220173815396,-0.0682581449311479,-1.84574577843932e-15,-5.55111512312578e-16
312,26,1,141825,1,1,1,0,1,0,1.771090812813,-0.797344352530989,1.23187252108869,0.435308208160591,0.00924074042007393,-0.357856053332934,0.0691498932407477,1.73472347597681e-16,2.22044604925031e-16
313,25,1,68582,0,0,0,1,1,0,0.890059002412505,1.54258580132293,0.0404351690697503,-2.36861309789476,0.249506793599461,-0.0378127691304031,0.243720843594427,1.06165076729781e-15,-4.44089209850063e-16
314,29,0,85476,0,0,0,1,0,1,-1.25666987412864,2.8837998453922,-0.0129705787800553,-0.310645327442814,0.253072906421728,-0.360091040843588,-0.339347202280871,-2.06779038336435e-15,-9.99200722162641e-16
315,31,0,111091,1,2,0,1,0,1,-2.30153802660623,0.896705884513995,1.37200072365779,0.10545087642409,-1.05835150326421,-0.0325850641914106,-0.52143096406902,-2.4008572907519e-15,-7.7715611723761e-16
316,38,1,67110,0,0,0,1,0,1,-1.014512058275,2.12736927763808,-1.4045073081666,-0.660472046958323,-0.155481238446433,0.260680953648142,0.260638161475045,4.16333634234434e-17,-4.44089209850063e-16
317,48,2,126154,0,0,1,0,1,0,2.42918880024893,-0.812180381904661,-1.86300635743249,-0.133403554822133,0.135863904091721,-0.653651384324844,0.0338301379048518,9.5062846483529e-16,0
318,32,0,92257,1,2,0,1,0,1,-2.21419805537753,1.11341872151831,1.25428435170738,-0.0141685533932804,-1.28023839014661,0.300147977688631,-0.61538262002928,-2.4008572907519e-15,-7.7715611723761e-16
319,27,1,93605,0,0,1,0,1,0,2.6095564301095,0.947932235346084,0.0179531837274678,-0.147818658354389,0.030630337013597,-0.45354811808416,0.0148283903762288,2.84494650060196e-16,-1.11022302462516e-16
320,28,1,165190,2,0,0,1,1,0,-0.27433268967022,-1.19068814147765,1.37178660463415,-1.13044376599908,2.20576784335352,0.531713715991171,0.11163192923062,5.06539254985228e-16,1.11022302462516e-16
321,32,1,107195,1,0,0,1,1,0,0.289596422212008,0.145784766445722,0.371690392384759,-1.79722133031853,1.08428845074316,0.444815414135403,-0.153778135970595,3.95516952522712e-16,-3.33066907387547e-16
322,34,1,145059,2,0,0,1,0,1,-1.99106623655149,-0.164130826808393,0.249149356785674,0.436979157332548,1.62772028778115,1.11712161442311,0.489243750099887,2.63677968348475e-16,3.33066907387547e-16
323,28,0,148363,1,0,0,1,0,1,-1.88461313066429,1.39840408222721,0.838644685911327,0.396263001330075,1.41310820828456,-0.342187613974602,-0.234646849934195,-2.06779038336435e-15,-6.66133814775094e-16
324,36,1,105681,1,2,1,0,1,0,1.54783888335555,-1.06186891452856,0.973281313611895,0.199746405148945,-1.47705997374159,0.146732128563789,-0.591484339027975,-6.03683769639929e-16,-1.11022302462516e-16
325,39,1,93732,0,0,0,1,0,1,-1.16856707932375,1.75245860966688,-1.37068776035389,-0.484680745526213,0.144032474100421,-0.196734398329469,0.256382220282888,-1.80411241501588e-16,-5.55111512312578e-16
326,49,1,154778,1,2,0,1,0,1,-2.50301914570567,-0.923119146431199,-0.307038922526822,0.183911430346476,-0.807802593923887,-0.442338271389041,-0.310088425110253,-1.51267887105178e-15,-4.44089209850063e-16
327,34,1,149356,1,2,1,0,1,0,1.34125864789807,-1.57347749936058,1.2287394946391,0.478023725330493,-0.964383230054849,-0.623151884664416,-0.391727758922572,-7.14706072102445e-16,0
328,31,0,145670,1,1,0,1,0,1,-2.1967587379641,0.897426043283792,1.07607695797323,0.358637004306772,0.351472918595767,-0.456498192096829,-0.431760908311288,-2.51187959321442e-15,-7.7715611723761e-16
329,28,0,101589,1,2,0,1,0,1,-2.21304238524393,1.10562927561308,1.50511339001842,0.0353605143144561,-1.14978616919058,0.116544096603269,-0.369817899513517,-2.06779038336435e-15,-6.66133814775094e-16
330,75,2,213333,2,1,0,1,0,1,-2.90313115454173,-3.40833799500194,-2.20011064669396,0.710691727254605,1.01249758973894,0.225799774088434,-0.578449815448087,-1.06858966120171e-15,-1.11022302462516e-16
331,30,1,122420,1,0,1,0,1,0,2.11183976560464,-0.207675544578785,0.536264078909737,0.348779594898546,0.776434580585836,0.17800739613643,-0.174853999250155,6.24500451351651e-17,1.11022302462516e-16
332,24,1,209856,2,1,1,0,1,0,1.12850860239021,-2.32127348721466,2.15556602983632,1.17286700971976,1.23413252160224,-0.434716390098845,0.240788210611938,6.24500451351651e-17,6.66133814775094e-16
333,24,1,181003,0,0,1,0,1,0,2.18346269379481,-0.104327003617497,0.474099786753141,0.411827424847371,1.05068190139114,-1.98880340301296,0.357648661043779,6.24500451351651e-17,0
334,23,0,117804,1,1,0,1,0,1,-1.94734890705386,1.48744908931456,1.42261873869207,0.155304667066526,0.0786575019315472,-0.0148885315687547,-0.0324464445800037,-1.62370117351429e-15,-4.44089209850063e-16
335,44,2,160650,2,1,0,1,1,0,-0.482758401016019,-2.77676583859348,0.0530321626282759,-1.39942434438655,0.901648690829052,0.772418618127174,0.319948808058618,1.83880688453542e-15,5.55111512312578e-16
336,23,1,84611,0,0,1,0,1,0,2.70803268781079,1.17866118860007,0.207689137174489,-0.217387114865193,-0.0491248378667996,-0.318596484697608,0.2242314673501,6.17561557447743e-16,0
337,24,1,98479,1,2,1,0,1,0,1.73822557296662,-0.627124701027068,1.60842943470873,0.119587855928806,-1.48944007386873,0.207757056211471,0.0757556301485026,3.95516952522712e-16,3.33066907387547e-16
338,28,0,122359,1,2,0,1,0,1,-2.32334188343125,0.835301481738965,1.57435399749554,0.170341174470469,-0.911545003004699,-0.244494757242723,-0.328833651103328,-2.17881268582687e-15,-6.66133814775094e-16
339,31,1,81394,0,0,0,1,1,0,0.745950458868241,1.20532976056282,-0.246432332235926,-2.26867311742542,0.361351122995635,-0.228437360194275,-0.0717236035789708,3.95516952522712e-16,-6.66133814775094e-16
340,24,1,150372,1,1,1,0,1,0,1.75105852017325,-0.851751457189211,1.3702250661286,0.48529469396754,0.11898365234091,-0.517120285246645,0.199590407956017,2.84494650060196e-16,3.33066907387547e-16
341,26,1,92385,0,0,1,0,1,0,2.62871362482439,0.992228236972073,0.0688158656275099,-0.158526727755539,0.0224888971414606,-0.43768832534564,0.0692086396143948,3.95516952522712e-16,-1.11022302462516e-16
342,25,1,149851,1,2,0,1,1,0,-0.425004103326411,-1.11202703051238,1.72079884786309,-1.59639011173707,-0.411836398170527,-0.688418269848036,0.285031134791107,5.06539254985228e-16,-1.11022302462516e-16
343,33,1,167939,2,1,0,1,0,1,-2.38830432730751,-0.884279809023893,0.791553021806475,0.554429695594921,0.88282873469716,0.536894587795557,0.569741844998783,4.16333634234434e-17,4.44089209850063e-16
344,37,1,115426,0,0,0,1,0,1,-1.25841677700291,1.52693934775959,-1.18850727759122,-0.349254166360039,0.404577341334008,-0.584529097817242,0.412764955212348,-1.80411241501588e-16,-4.44089209850063e-16
345,43,2,85402,0,0,1,0,1,0,2.70899490917182,-0.139694176695957,-1.72421175054649,-0.412141294014989,-0.302317194675477,0.0279931914751891,0.237354582174168,1.61676227961038e-15,2.22044604925031e-16
346,23,0,95815,1,2,0,1,0,1,-2.11898764115475,1.32286629574096,1.76051358035818,-0.0160612147225495,-1.18675400311185,0.190176297351539,-0.0972733762412369,-1.62370117351429e-15,-4.44089209850063e-16
347,23,1,97518,0,0,1,0,1,0,2.6394898075458,1.01067270349977,0.250716990843588,-0.133506740255966,0.0989242103739913,-0.542955102251302,0.249700109344819,6.17561557447743e-16,0
348,34,1,87355,0,0,0,1,0,1,-1.07131009173881,1.97754385606852,-1.11729778119894,-0.540021267922586,0.100147961160851,-0.112620424405026,0.527736878278743,2.63677968348475e-16,-3.33066907387547e-16
349,32,0,145933,1,1,0,1,0,1,-2.21083376514095,0.865585684350991,1.02202394090922,0.363125695192309,0.348637141518463,-0.455722732879133,-0.488029550699601,-2.51187959321442e-15,-7.7715611723761e-16
350,23,1,97307,1,0,1,0,1,0,2.33395137480331,0.318099043975778,0.837053714621282,0.166118030575058,0.529344797715898,0.577109571920885,0.173105196119844,7.28583859910259e-16,3.33066907387547e-16
351,29,1,108434,1,2,1,0,1,0,1.62196754520285,-0.898778693046505,1.36696737532043,0.198181185356389,-1.40451430466469,0.0614477515667113,-0.188538765892049,-4.85722573273506e-17,1.11022302462516e-16
352,38,1,151312,2,1,0,1,0,1,-2.36339811526313,-0.809961079966698,0.461474986108262,0.460271175804057,0.662847104789349,0.852652438323362,0.252994714666482,-2.91433543964104e-16,2.22044604925031e-16
353,28,0,141847,1,1,0,1,0,1,-2.1384215390768,1.03243554216279,1.22812161325358,0.325453487118948,0.325178916259652,-0.406085432409101,-0.268941799137516,-2.17881268582687e-15,-6.66133814775094e-16
354,46,1,130675,1,2,0,1,0,1,-2.33698460337884,-0.524159350981807,-0.222601369780705,0.0189316787838837,-1.06671724384064,-0.0394041849802383,-0.187286675481912,-1.06858966120171e-15,-4.44089209850063e-16
355,23,0,69309,0,0,0,1,0,1,-1.09474453634179,3.26472221973187,0.262712414192172,-0.43238887627149,0.102745230248777,-0.111147463036659,-0.0305229839671835,-1.40165656858926e-15,-7.7715611723761e-16
356,49,1,121466,1,2,0,1,0,1,-2.32611510701448,-0.489553452183031,-0.418090589174768,-0.0325775321531434,-1.18990609551196,0.136714511438003,-0.375821081973045,-1.29063426612674e-15,-4.44089209850063e-16
357,26,0,153586,2,2,0,1,0,1,-2.77047571969486,-0.209612528932049,2.37535461661448,0.668717105717555,-0.108811521307622,0.31839810661476,-0.229818553688256,-2.06779038336435e-15,-2.22044604925031e-16
358,28,1,92849,1,0,0,1,1,0,0.416494582383132,0.446171608617102,0.543584471435171,-1.90157151495427,0.943143448158055,0.672799302976156,0.0450641467090384,7.28583859910259e-16,-2.22044604925031e-16
359,23,1,108539,1,2,1,0,1,0,1.69748010328319,-0.729641290392893,1.69689606713077,0.182186567777527,-1.36819488135874,0.0275398979927068,0.152394055701879,5.06539254985228e-16,3.33066907387547e-16
360,61,2,129556,1,2,0,1,0,1,-2.26248748679699,-1.67556881774502,-1.88622071389801,-0.202132757527962,-1.31255563071202,0.313650906612907,0.106005571947943,3.7470027081099e-16,1.11022302462516e-16
361,37,1,170146,2,0,0,1,0,1,-2.16232633045349,-0.57589767806771,0.167992148659562,0.608353755770129,1.89792185669294,0.697082942930804,0.368383671171384,-1.80411241501588e-16,2.22044604925031e-16
362,36,1,135383,1,1,1,0,1,0,1.67851757751812,-0.997673134635793,0.661099173220267,0.421237748266057,-0.123176917673066,-0.192405530386073,-0.511437787338443,-7.14706072102445e-16,-1.11022302462516e-16
363,21,1,96769,1,2,0,1,1,0,-0.0923976445619291,-0.307479503530809,1.76355936065285,-1.95247890262237,-0.997300602170006,0.212902212280073,0.407437892847869,1.17267306976032e-15,0
364,25,0,43684,0,0,0,1,0,1,-0.984019184961406,3.54140462837575,0.0674272213672736,-0.593362348796994,-0.202889960734291,0.344978663243054,-0.194662535483088,-1.51267887105178e-15,-8.88178419700125e-16
365,36,1,103521,1,0,0,1,0,1,-1.48917562966634,1.01498394855381,-0.586224873488612,-0.128406190711296,0.706715036004984,0.733461857065681,0.369882548430725,1.52655665885959e-16,-1.11022302462516e-16
366,27,0,118499,1,1,0,1,0,1,-2.00175316015926,1.36473411590464,1.20521654540621,0.17093934896805,0.0632194443527881,-0.00558106779267395,-0.25822546173472,-1.95676808090184e-15,-6.66133814775094e-16
367,22,1,119684,1,2,1,0,1,0,1.65097271951536,-0.846279480931247,1.78897974621207,0.25183650814186,-1.23450425479426,-0.171537498859803,0.231173449455788,5.06539254985228e-16,4.44089209850063e-16
368,42,1,126586,1,1,0,1,0,1,-1.97614468971667,0.0935057916351611,-0.427712907886129,0.00970312437484988,-0.0770220154166621,0.187448810102532,0.0532324568970703,-6.24500451351651e-16,-2.22044604925031e-16
369,40,2,136812,1,2,1,0,1,0,1.59053369826653,-2.32043114271406,0.0214007984393561,0.157694685892674,-1.28859892430473,-0.119623353178487,0.390108638702171,1.50573997714787e-15,6.66133814775094e-16
370,36,1,118277,1,1,0,1,0,1,-1.85594941725269,0.372153933704121,-0.125833829523666,-0.060972633047666,-0.137214925875184,0.299799065159254,0.377562415413322,-6.93889390390723e-17,0
371,33,1,144597,1,1,0,1,0,1,-1.95768721951418,0.114843225999234,0.126698049212766,0.101738025936041,0.182244729580763,-0.17375515500279,0.599860975710268,4.16333634234434e-17,1.11022302462516e-16
372,23,1,106043,1,0,1,0,1,0,2.28755867301397,0.204397377760841,0.86617677417449,0.222891793074958,0.629550615135248,0.425254231179499,0.190343443308646,7.28583859910259e-16,3.33066907387547e-16
373,63,2,272314,2,2,0,1,0,1,-3.35262235907836,-4.28576166132674,-0.933130137350716,1.03218196968188,0.746078161022028,-1.04077863599303,0.197947966931053,-4.02455846426619e-16,3.33066907387547e-16
374,60,2,309364,2,2,1,0,1,0,0.113966708271707,-5.82991388061943,0.08507917777076,1.63566648185439,1.00644026013502,-1.89570530282596,-0.481335070221087,-9.36750677027476e-16,3.33066907387547e-16
375,37,1,170386,1,1,1,0,1,0,1.47995508924221,-1.4816650371019,0.722858322923477,0.651495728213697,0.272470603915863,-0.79550536161661,-0.499155982458102,-9.36750677027476e-16,-1.11022302462516e-16
376,34,1,112458,1,0,0,1,1,0,0.236290435122969,0.0204505695439301,0.279376017265845,-1.75745899971939,1.13295239992137,0.364024442793786,-0.256968170640381,1.73472347597681e-16,-4.44089209850063e-16
377,36,1,96840,1,1,0,1,0,1,-1.74210780229643,0.651162933091669,-0.197298003933248,-0.200288011563046,-0.383106879631892,0.672432185520185,0.335262014201517,4.16333634234434e-17,0
378,57,2,281923,2,1,0,1,0,1,-3.03916922602719,-3.7895454368608,-0.982717326414564,1.10641536475161,1.90460056939878,-1.06272820388611,0.579071786560735,1.52655665885959e-16,5.55111512312578e-16
379,52,2,95551,0,0,1,0,1,0,2.54099319876928,-0.527542476514774,-2.18474617868267,-0.321169195576502,-0.23857617656291,-0.100299912475972,-0.253707425554249,8.39606162372775e-16,-1.11022302462516e-16
380,39,1,112347,1,2,0,1,0,1,-2.15090487165735,-0.0866935771328692,0.100807308864507,-0.119635336711557,-1.23598004969703,0.241756314186737,0.174060970801093,-4.02455846426619e-16,-1.11022302462516e-16
381,38,1,260977,2,2,1,0,1,0,0.391120712649877,-3.83524759728185,1.96816961459578,1.5155434393899,0.725390271610118,-1.42564181218953,-0.474801428562586,-1.49186218934005e-15,2.22044604925031e-16
382,25,1,99354,1,0,1,0,1,0,2.29772401969166,0.234622053867397,0.734018213183331,0.184980129924238,0.541119792129837,0.552221390852197,0.0635692133091263,5.06539254985228e-16,2.22044604925031e-16
383,26,0,111509,1,2,0,1,0,1,-2.24036602169741,1.03335216320381,1.64804308258197,0.0942698911370142,-1.02429433472891,-0.0665865939686291,-0.236668122734348,-1.95676808090184e-15,-5.55111512312578e-16
384,26,0,105252,0,0,0,1,0,1,-1.32365563420727,2.71166126494355,0.217745674759926,-0.190462999709033,0.497469962382228,-0.719892817116938,-0.129961541434878,-1.84574577843932e-15,-8.88178419700125e-16
